Date,Equity,Rates,Credit
2023-01-03,0.0033471707975443136,0.007190244666578561,-0.0046011060446285845
2023-01-04,-0.010099841062404956,0.003576853314053638,-0.0030740658198572836
2023-01-05,0.007804511958064572,4.578175636586406e-05,-0.005717368998961355
2023-01-06,0.009705647163912139,0.000995149239204332,0.0009102977953143738
2023-01-09,-0.019210351886538364,0.00017684951241679224,0.003748578368918542
2023-01-10,-0.012721795068623181,-0.0008116559391821909,-0.00783549150399121
2023-01-11,0.0015784040316728536,-0.0043297087895531475,0.00022564355608016676
2023-01-12,-0.002862425923435822,-0.0006042075104277171,-0.000999678976331678
2023-01-13,0.00013198842495711202,-0.0029843930266100537,0.0018075434276840147
2023-01-16,-0.008230439275735801,-0.005001262155692586,3.5306159482059697e-05
2023-01-17,0.009093979748628286,0.002044887258190139,-0.007167996399658154
2023-01-18,0.008077919354289484,0.0015650586397329398,-0.006211946494285827
2023-01-19,0.0009603069756121605,-0.0071468300454723115,0.00024711787792486365
2023-01-20,0.011572412069680328,-0.0004907385499805088,0.005243904598727547
2023-01-23,0.004975093422520456,0.003982805543599694,-0.010970936855215016
2023-01-24,-0.008292924628832382,0.004236894955585283,0.0018286328990078998
2023-01-25,0.003987507840824989,0.0041033473715409545,0.006048110026438216
2023-01-26,-0.009288826008289989,0.0001556528276058392,-0.0006651293810310655
2023-01-27,0.009084503013072726,-0.0033801813118766043,0.002851012480132204
2023-01-30,-0.00019925910986252898,-0.004334795309432243,-0.003415345404489011
2023-01-31,-0.0015486236354526057,0.00137841961900143,-0.000496830996384384
2023-02-01,-0.006509295444039414,0.001517120137460652,-0.008004567591540758
2023-02-02,0.012525413386740302,0.005149324446420262,-0.01162171654209437
2023-02-03,-0.0012452948206880218,0.0043999186013683345,0.004813829006126377
2023-02-06,-0.003983278221631073,-0.0005289146261246885,-0.004824974638622209
2023-02-07,-0.003221335504882296,-0.004976823515443478,-0.002177639225017153
2023-02-08,0.005623091855533487,-0.0012764263880435914,-0.006832211266350966
2023-02-09,0.003954440643640784,0.0008689247792420987,-0.006949848515419379
2023-02-10,0.004427326115959884,-0.0008083329815576164,-0.0007691885004730818
2023-02-13,0.004608210030078827,-0.0023115764323106236,-0.0035478859706782324
2023-02-14,0.021716476008704615,0.0010115392598795956,0.001989854989973492
2023-02-15,-0.0037641501638461562,-0.002015830965642442,0.0023626920948979593
2023-02-16,-0.0048224272907153734,-0.002512264334901496,0.0017042482316230359
2023-02-17,-0.007837727282478777,0.0012458113372137583,0.0012930039546422186
2023-02-20,0.006459794225754957,-0.0016079703205168193,0.00798884102465943
2023-02-21,0.011589722927208916,0.0009764175559134086,-0.0052379688452244295
2023-02-22,-0.0008394745765487508,0.0010928160914084907,-0.00017467433101458877
2023-02-23,-0.00810156476962528,-0.004557716004366299,0.005763449102597944
2023-02-24,-0.007944812156912395,-0.0019249644954616489,0.0064226990466901826
2023-02-27,0.006805927878247011,0.005751107759665849,-0.007008818246722864
2023-02-28,0.007732541712034423,-0.004648318050937149,-0.0014617772082793495
2023-03-01,0.00573154268305195,-0.008466617795882125,0.006890605479336303
2023-03-02,-0.0063550970728869435,-0.007447380612970046,0.0026403955259953265
2023-03-03,0.0026216132306671977,0.00011643978630667682,0.0010763151573988637
2023-03-06,0.0014668580914072823,0.00012366911213079564,-0.0009884234671732838
2023-03-07,0.0024868859672901294,-0.00047044342170048375,-0.001819004628538727
2023-03-08,0.009014287779481898,0.004856759315714007,0.0015410953154516211
2023-03-09,0.002535955487746823,-0.010691337732411751,-0.0011618706249224167
2023-03-10,0.007089135630718949,0.0015837354977232944,-0.0001128931052222209
2023-03-13,0.0009757906948889147,0.006245752807214293,0.0004929935305751869
2023-03-14,0.0031911939868998415,-0.004511123059566856,-0.003290357642467496
2023-03-15,0.006612882258385404,-0.0015192260471595805,0.0027606468694071915
2023-03-16,-0.014271558198556664,-0.003011567668914484,0.014671223242077099
2023-03-17,-0.0028967121635730137,-0.003577384184310115,-0.008784933196630377
2023-03-20,-0.004403726542927955,-0.00130504802009216,0.0017200626209498994
2023-03-21,-0.006088778482433419,0.005709941134738019,-0.0037009504430945282
2023-03-22,-0.0024514225122668374,0.007349546701950082,0.00298701288759625
2023-03-23,0.015249413112343959,-0.001343756900160591,0.0003327873666393046
2023-03-24,-0.008358311156932433,0.007620240856257881,0.003909273870212318
2023-03-27,0.009982783545914808,0.00014230590793849946,0.005977532882543898
2023-03-28,-0.016528697716158048,0.007014764106804324,0.0010621055888409066
2023-03-29,-0.0030488502998577485,-0.0003731945986139671,0.005760261442070891
2023-03-30,0.0019275306510500559,0.0005242313041845772,-0.011621489468943388
2023-03-31,0.006162223313592782,0.0014618978905713382,0.008052261489580116
2023-04-03,0.00741226579792855,0.012715414717470142,0.0019753107594617006
2023-04-04,0.008233472351999253,0.0034051422993791563,0.00548921677872591
2023-04-05,-0.0031872507224843757,-0.0028290581198058547,-0.005999378724207608
2023-04-06,-0.0043235179266456715,0.003875991481103432,-0.004053849408026678
2023-04-07,0.00887975881257154,-0.001447330148337366,0.0008296914707238707
2023-04-10,-0.001613043248816149,-0.0019590007316048364,1.4810553312684925e-05
2023-04-11,-0.012456863233379219,0.003634405439568445,0.0015153429400499479
2023-04-12,-0.011032872140034808,0.00012434235108461114,0.005522575804649831
2023-04-13,-0.008894522860016114,0.0011143036580472244,-0.008726101576514246
2023-04-14,0.00527160744053764,5.594088746116985e-05,0.004969095358586546
2023-04-17,0.0017242573607056525,0.001346332506421739,0.0001414095497896351
2023-04-18,0.007204853540677682,0.001699863589744597,-0.0009189093056227386
2023-04-19,-0.003972526463365343,-0.007747867730821661,-0.007255576171924452
2023-04-20,0.0018853969107671422,0.0026662906744381342,0.002615243341884325
2023-04-21,0.006555903939673367,-0.003928077679321203,-0.011970539255155187
2023-04-24,-0.002793465397202384,-0.005769196542237645,0.0033419700561935634
2023-04-25,0.004867752375574115,-0.00023364497543472976,-0.00736052917736496
2023-04-26,-0.006319259410666513,0.0003359240132578171,0.00036728956308737016
2023-04-27,-0.003330538465650718,-0.0027740246582891232,-0.000495844186639602
2023-04-28,-0.003517378939983291,0.0033241274306718975,0.005947690736469419
2023-05-01,-0.011658396455890396,-0.005368700665483628,-0.0007932758450694508
