Date,Rolling_Volatility,Rolling_VaR_95
2023-01-04,,
2023-01-05,,
2023-01-06,,
2023-01-09,,
2023-01-10,,
2023-01-11,,
2023-01-12,,
2023-01-13,,
2023-01-16,,
2023-01-17,,
2023-01-18,,
2023-01-19,,
2023-01-20,,
2023-01-23,,
2023-01-24,,
2023-01-25,,
2023-01-26,,
2023-01-27,,
2023-01-30,,
2023-01-31,,
2023-02-01,,
2023-02-02,,
2023-02-03,,
2023-02-06,,
2023-02-07,,
2023-02-08,,
2023-02-09,,
2023-02-10,,
2023-02-13,,
2023-02-14,,
2023-02-15,,
2023-02-16,,
2023-02-17,,
2023-02-20,,
2023-02-21,,
2023-02-22,,
2023-02-23,,
2023-02-24,,
2023-02-27,,
2023-02-28,,
2023-03-01,,
2023-03-02,,
2023-03-03,,
2023-03-06,,
2023-03-07,,
2023-03-08,,
2023-03-09,,
2023-03-10,,
2023-03-13,,
2023-03-14,,
2023-03-15,,
2023-03-16,,
2023-03-17,,
2023-03-20,,
2023-03-21,,
2023-03-22,,
2023-03-23,,
2023-03-24,,
2023-03-27,,
2023-03-28,,
2023-03-29,,
2023-03-30,,
2023-03-31,0.08092280158587573,
2023-04-03,0.08127343137109085,
2023-04-04,0.08822890374569627,
2023-04-05,0.08557732510477582,
2023-04-06,0.08542896247570701,
2023-04-07,0.08548242261569239,
2023-04-10,0.08496343312763445,
2023-04-11,0.0840613035371204,
2023-04-12,0.08702915661167675,
2023-04-13,0.08791810044732144,
2023-04-14,0.08809888219067749,
2023-04-17,0.08961557448108384,
2023-04-18,0.0892935578285123,
2023-04-19,0.08943050685205092,
2023-04-20,0.08862700112060827,
2023-04-21,0.08864114447052086,
2023-04-24,0.09283364105613329,
2023-04-25,0.09359419230584642,
2023-04-26,0.09593827975126219,
2023-04-27,0.09478989613376586,
2023-04-28,0.09436621704281814,
2023-05-01,0.09419379432773614,
2023-05-02,0.09415035110872824,
2023-05-03,0.0939996428261641,
2023-05-04,0.09644506115790709,
2023-05-05,0.09651104580788486,
2023-05-08,0.09671119395400839,
2023-05-09,0.09697518775827639,
2023-05-10,0.09678826319166804,
2023-05-11,0.09679105784849468,
2023-05-12,0.09801479395367066,
2023-05-15,0.09788482785844375,
2023-05-16,0.09758085844344287,
2023-05-17,0.09550354629818616,
2023-05-18,0.09606512758463408,
2023-05-19,0.09829797289289188,
2023-05-22,0.09875279848733622,
2023-05-23,0.09973174028759516,
2023-05-24,0.0984932177804969,
2023-05-25,0.09767158258708493,
2023-05-26,0.09471342742267122,
2023-05-29,0.09467321902786018,
2023-05-30,0.09446542239146997,
2023-05-31,0.0949952701441858,
2023-06-01,0.09543415440523569,
2023-06-02,0.0949270221819487,
2023-06-05,0.09439737976011388,
2023-06-06,0.09441954101616133,
2023-06-07,0.09405032608039977,
2023-06-08,0.09182721026315363,
2023-06-09,0.09382788803832633,
2023-06-12,0.09350283949171372,
2023-06-13,0.09314259974649274,
2023-06-14,0.09354941422090378,
2023-06-15,0.09387902609749023,
2023-06-16,0.09398218926857116,
2023-06-19,0.09399310734834562,
2023-06-20,0.09345603125081225,
2023-06-21,0.0935854573401177,
2023-06-22,0.09343221499270163,
2023-06-23,0.09295660344330586,
2023-06-26,0.09383321480975962,
2023-06-27,0.09515206201260205,
2023-06-28,0.09506209783476897,
2023-06-29,0.09585349867858123,
2023-06-30,0.09051498323200124,
2023-07-03,0.09022061148130323,
2023-07-04,0.09087982117435509,
2023-07-05,0.09189756395730718,
2023-07-06,0.0921078197940691,
2023-07-07,0.09173895357384482,
2023-07-10,0.08996103829278865,
2023-07-11,0.08998543857593935,
2023-07-12,0.09084837316440056,
2023-07-13,0.08688411862318143,
2023-07-14,0.0877850475241098,
2023-07-17,0.0898026776671592,
2023-07-18,0.08975815088257504,
2023-07-19,0.08977548648307435,
2023-07-20,0.08383161724340653,
2023-07-21,0.08480507638904566,
2023-07-24,0.08327020089014775,
2023-07-25,0.08337732793965921,
2023-07-26,0.0830108333408308,
2023-07-27,0.08395781027845366,
2023-07-28,0.08443432592666318,
2023-07-31,0.08594179589643379,
2023-08-01,0.08531485991593307,
2023-08-02,0.08798829318346685,
2023-08-03,0.0876639808862155,
2023-08-04,0.08645855568759346,
2023-08-07,0.08695215021071628,
2023-08-08,0.08660698651139652,
2023-08-09,0.08631938141414364,
2023-08-10,0.0856556628766429,
2023-08-11,0.08827743323124419,
2023-08-14,0.08899991326772264,
2023-08-15,0.08841092777259321,
2023-08-16,0.08623205836154989,
2023-08-17,0.08861801370135965,
2023-08-18,0.08914815933795019,
2023-08-21,0.08970201386179275,
2023-08-22,0.0897892966087446,
2023-08-23,0.08927792565884267,
2023-08-24,0.0900635140255922,
2023-08-25,0.09027633120701938,
2023-08-28,0.08892790421287222,
2023-08-29,0.0905313811991009,
2023-08-30,0.09030717426624629,
2023-08-31,0.09041077448533726,
2023-09-01,0.09097406691619217,
2023-09-04,0.09062279950483133,
2023-09-05,0.09017648960477471,
2023-09-06,0.08693511023604765,
2023-09-07,0.08781070743145322,
2023-09-08,0.08786228873829087,
2023-09-11,0.0929324615447435,
2023-09-12,0.09108012052462075,
2023-09-13,0.09072464190975804,
2023-09-14,0.09113410983260378,
2023-09-15,0.09257999756270957,
2023-09-18,0.09292209301058102,
2023-09-19,0.0951923306815114,
2023-09-20,0.09460000672741607,
2023-09-21,0.09532205146455494,
2023-09-22,0.09341676386097107,
2023-09-25,0.09592449230884485,
2023-09-26,0.09474988765831681,
2023-09-27,0.09471837577430521,
2023-09-28,0.0947306059634616,
2023-09-29,0.09821942193812676,
2023-10-02,0.09644140025956541,
2023-10-03,0.09808943359401515,
2023-10-04,0.10001335470642704,
2023-10-05,0.10047158804298387,
2023-10-06,0.10002675967446402,
2023-10-09,0.09977469258450583,
2023-10-10,0.10011059368576623,
2023-10-11,0.09862337992816392,
2023-10-12,0.09768363093237632,
2023-10-13,0.09775534025402298,
2023-10-16,0.0979029620366504,
2023-10-17,0.09792461217455412,
2023-10-18,0.09718993522091136,
2023-10-19,0.09724507449812375,
2023-10-20,0.09707689064428383,
2023-10-23,0.0968637705729909,
2023-10-24,0.09630228149125787,
2023-10-25,0.0961122868499395,
2023-10-26,0.09372870417886518,
2023-10-27,0.09262185441346296,
2023-10-30,0.0913214103900064,
2023-10-31,0.09179371849719203,
2023-11-01,0.0928528888563527,
2023-11-02,0.09249979576465453,
2023-11-03,0.09276404371452171,
2023-11-06,0.09211912095876365,
2023-11-07,0.09319996760640095,
2023-11-08,0.09352139567327153,
2023-11-09,0.09319306213206173,
2023-11-10,0.09367432824846408,
2023-11-13,0.09368166943530765,
2023-11-14,0.09161760796639097,
2023-11-15,0.09025732734540365,
2023-11-16,0.09085034874072617,
2023-11-17,0.09104686570165446,
2023-11-20,0.09117216294609795,
2023-11-21,0.09142478300315096,
2023-11-22,0.09161285874678055,
2023-11-23,0.09281155564531232,
2023-11-24,0.09083108120753092,
2023-11-27,0.09104180106374107,
2023-11-28,0.09092379695648567,
2023-11-29,0.09192497941807877,
2023-11-30,0.09187117410011289,
2023-12-01,0.09120090374582572,
2023-12-04,0.09121345006163535,
2023-12-05,0.09090830342365767,
2023-12-06,0.09242436831872654,
2023-12-07,0.08877014074889394,
2023-12-08,0.0892276327685095,
2023-12-11,0.08996879932512183,
2023-12-12,0.08962885985860869,
2023-12-13,0.08795883401054144,
2023-12-14,0.08888836972440303,
2023-12-15,0.0864052382223128,
2023-12-18,0.087490301892737,
2023-12-19,0.08641261706825756,
2023-12-20,0.08681125532450364,
2023-12-21,0.08427877453557238,-0.008030270732415086
2023-12-22,0.08655072438165577,-0.008030270732415086
2023-12-25,0.09009262196043315,-0.008298509619129906
2023-12-26,0.09236137733197089,-0.008794623889755196
2023-12-27,0.08859592472313256,-0.008794623889755196
2023-12-28,0.08864110278187759,-0.008794623889755196
2023-12-29,0.08758181256170339,-0.008794623889755196
2024-01-01,0.0847504065398375,-0.008794623889755196
2024-01-02,0.08447322193201036,-0.008794623889755196
2024-01-03,0.08429914010506248,-0.008794623889755196
2024-01-04,0.08841153655275161,-0.009328683080368098
2024-01-05,0.08783833378098739,-0.009328683080368098
2024-01-08,0.08786981903408414,-0.009328683080368098
2024-01-09,0.09147700305627239,-0.009463272906741609
2024-01-10,0.09462248353277658,-0.009463272906741609
2024-01-11,0.09458564433334932,-0.009463272906741609
2024-01-12,0.09512414782331044,-0.009463272906741609
2024-01-15,0.09517587504826978,-0.009463272906741609
2024-01-16,0.09578633848904193,-0.009463272906741609
2024-01-17,0.0961747513116768,-0.009463272906741609
2024-01-18,0.09610772523373377,-0.009463272906741609
2024-01-19,0.09645711784949715,-0.009463272906741609
2024-01-22,0.09681890235623451,-0.009463272906741609
2024-01-23,0.09743525148073322,-0.009463272906741609
2024-01-24,0.09753379572932147,-0.009463272906741609
2024-01-25,0.09746422355008798,-0.009463272906741609
2024-01-26,0.09723154637299604,-0.009463272906741609
2024-01-29,0.10165226187212063,-0.009580181228240885
2024-01-30,0.10224149171539276,-0.009580181228240885
2024-01-31,0.10327296164225258,-0.009580181228240885
2024-02-01,0.103103989324769,-0.009580181228240885
2024-02-02,0.10433823318206555,-0.009704283841860194
2024-02-05,0.10192177686491787,-0.009704283841860194
2024-02-06,0.10140358896318391,-0.009704283841860194
2024-02-07,0.10128027724609596,-0.009704283841860194
2024-02-08,0.10156717872914425,-0.009704283841860194
2024-02-09,0.10047103037841976,-0.009704283841860194
2024-02-12,0.10019937389669885,-0.009704283841860194
2024-02-13,0.09929827766741296,-0.009704283841860194
2024-02-14,0.10059997497602571,-0.009704283841860194
2024-02-15,0.10063809228391071,-0.009704283841860194
2024-02-16,0.09931577878670221,-0.009704283841860194
2024-02-19,0.09991961878006336,-0.009704283841860194
2024-02-20,0.09873338008939275,-0.009704283841860194
2024-02-21,0.10093453641508282,-0.009704283841860194
2024-02-22,0.10116068510320833,-0.009704283841860194
2024-02-23,0.10120229243995367,-0.009704283841860194
2024-02-26,0.10018155790671703,-0.009704283841860194
2024-02-27,0.1003001339484802,-0.009704283841860194
2024-02-28,0.1013094293336654,-0.009580181228240885
2024-02-29,0.10177010244633641,-0.009580181228240885
2024-03-01,0.10179753194114931,-0.009580181228240885
2024-03-04,0.10054083483665154,-0.009580181228240885
2024-03-05,0.09840561483153291,-0.009580181228240885
2024-03-06,0.09790385894247772,-0.009580181228240885
2024-03-07,0.09756733188894104,-0.009580181228240885
2024-03-08,0.09758873783070537,-0.009580181228240885
2024-03-11,0.09757578040881326,-0.009580181228240885
2024-03-12,0.09665014051920562,-0.009580181228240885
2024-03-13,0.09646039825325618,-0.009580181228240885
2024-03-14,0.0961086671713058,-0.009580181228240885
2024-03-15,0.09596053078882352,-0.009580181228240885
2024-03-18,0.09558226111712936,-0.009580181228240885
2024-03-19,0.09803457370482122,-0.009704283841860194
